epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,289.901,0.84079,1.80002,1.19362,0.94532,0.5239,0.85655,0.65318,0.79735,2.18915,1.19775,0.0004,0.0004,0.0004
